title,year,publication_date,doi,pmid,url,venue,cited_by_count,primary_task,task_en,task_zh,evidence_tier,source_dbs,source_ids
Robot-assisted Ultrasound Reconstruction for Minimally Invasive Spine Surgery: from Bench-top to Pre-clinical Study,2022,2022-11-09,10.36227/techrxiv.21511521.v1,,https://doi.org/10.36227/techrxiv.21511521.v1,,4,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4308718892
Robotic CME in obese patients: advantage of robotic ultrasound scan for vascular dissection,2022,2022-04-15,10.1007/s11701-022-01398-6,35428945.0,https://doi.org/10.1007/s11701-022-01398-6,Journal of Robotic Surgery,10,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W4224026819; MED:35428945
Robotic ultrasound: An initial feasibility study,2022,2022-07-14,10.5662/wjm.v12.i4.274,36159101.0,https://doi.org/10.5662/wjm.v12.i4.274,World Journal of Methodology,11,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:36159101; W4285385385
SAPM: Self-Adaptive Parallel Manipulator With Pose and Force Adjustment for Robotic Ultrasonography,2022,2022-11-14,10.1109/tie.2022.3220864,37323755.0,https://doi.org/10.1109/tie.2022.3220864,IEEE Transactions on Industrial Electronics,18,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:37323755; W4312892945
Spatial Relationship of the Median Nerve and Transverse Carpal Ligament in Asymptomatic Hands,2022,2022-11-23,10.1115/1.4056290,36416297.0,https://doi.org/10.1115/1.4056290,Journal of Biomechanical Engineering,3,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:36416297; W4309765402
Strategy for automatic ultrasound (US) probe positioning in robot-assisted ultrasound guided radiation therapy,2022,2022-12-30,10.1088/1361-6560/acaf46,36584398.0,https://doi.org/10.1088/1361-6560/acaf46,Physics in Medicine and Biology,4,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:36584398; W4313339806
Study on automatic ultrasound scanning of lumbar spine and visualization system for path planning in lumbar puncture surgery,2022,2022-01-01,10.3934/mbe.2023028,,https://doi.org/10.3934/mbe.2023028,Mathematical Biosciences & Engineering,7,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4312695376
The lateral meniscus extrudes with and without root tear evaluated using ultrasound,2022,2022-09-29,10.1016/j.jisako.2022.08.001,,https://doi.org/10.1016/j.jisako.2022.08.001,Journal of ISAKOS Joint Disorders & Orthopaedic Sports Medicine,10,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4297535984
Total robotic lateral pancreaticojejunostomy and modified Frey’s procedure for chronic calcific pancreatitis,2022,2022-12-23,10.1007/s00423-022-02735-x,36576590.0,https://doi.org/10.1007/s00423-022-02735-x,Langenbeck s Archives of Surgery,1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W4312223245; MED:36576590
Towards Autonomous Atlas-Based Ultrasound Acquisitions in Presence of Articulated Motion,2022,2022-06-08,10.1109/lra.2022.3180440,,https://doi.org/10.1109/lra.2022.3180440,IEEE Robotics and Automation Letters,37,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4285194566; W4290855801
Towards Autonomous Robotic Minimally Invasive Ultrasound Scanning and Vessel Reconstruction on Non-Planar Surfaces,2022,2022-10-11,10.3389/frobt.2022.940062,36304794.0,https://doi.org/10.3389/frobt.2022.940062,Frontiers in Robotics and AI,14,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W4304187370; MED:36304794
Towards a real-time control of robotic ultrasound using haptic force feedback,2022,2022-07-01,10.1515/cdbme-2022-0021,,https://doi.org/10.1515/cdbme-2022-0021,Current Directions in Biomedical Engineering,8,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4288738263
V05-01 3D AUGMENTED REALITY-GUIDED ROBOTIC-ASSISTED KIDNEY TRANSPLANTATION: REVEALING THE CONCEALED,2022,2022-04-07,10.1097/ju.0000000000002579.01,,https://doi.org/10.1097/ju.0000000000002579.01,The Journal of Urology,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4226461783
Varying rate adaptive hybrid position–impedance control for robot-assisted ultrasonic examination system,2022,2022-06-20,10.5194/ms-13-559-2022,,https://doi.org/10.5194/ms-13-559-2022,Mechanical sciences,5,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4283218703
[Comprehensive evaluation method of real-time non-reference ultrasound image involving soft tissue deformation].,2022,2022-06-25,10.7507/1001-5515.202011077,35788517.0,https://doi.org/10.7507/1001-5515.202011077,PubMed,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:35788517; W4283824880
5G-Based Telerobotic Ultrasound System Improves Access to Breast Examination in Rural and Remote Areas: A Prospective and Two-Scenario Study,2023,2023-01-18,10.3390/diagnostics13030362,36766467.0,https://doi.org/10.3390/diagnostics13030362,Diagnostics,21,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W4317517871; MED:36766467
A 5G-based telerobotic ultrasound system provides qualified abdominal ultrasound services for patients on a rural island: a prospective and comparative study of 401 patients,2023,2023-12-15,10.1007/s00261-023-04123-5,38102443.0,https://doi.org/10.1007/s00261-023-04123-5,Abdominal Radiology,15,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W4389778127; MED:38102443
A Model to Predict Deflection of an Active Tendon-Driven Notched Needle Inside Soft Tissue,2023,2023-08-17,10.1115/1.4063205,37860157.0,https://doi.org/10.1115/1.4063205,Journal of Engineering and Science in Medical Diagnostics and Therapy,10,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W4385952219; MED:37860157
A novel recognition of artificial intelligence in regional anaesthesia,2023,2023-06-01,10.1097/dm-2023-00003,,https://doi.org/10.1097/dm-2023-00003,Digital Medicine,2,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4381136762
APP-RUSS: Automated Path Planning for Robotic Ultrasound System,2023,2023-10-22,10.48550/arxiv.2310.14297,,https://doi.org/10.48550/arxiv.2310.14297,arXiv (Cornell University),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4387928969
An Artificial Intelligence-Aided Robotic Platform for Ultrasound-Guided Transcarotid Revascularization,2023,2023-03-02,10.1109/lra.2023.3251844,,https://doi.org/10.1109/lra.2023.3251844,IEEE Robotics and Automation Letters,30,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4323022362
An Ultra-Fast Intrinsic Contact Sensing Method for Medical Instruments With Arbitrary Shape,2023,2023-09-07,10.1109/lra.2023.3313067,,https://doi.org/10.1109/lra.2023.3313067,IEEE Robotics and Automation Letters,6,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4386524666
Anatomical liver resection using the ultrasound-guided compression technique in minimal access surgery,2023,2023-11-13,10.1007/s00464-023-10523-x,37957299.0,https://doi.org/10.1007/s00464-023-10523-x,Surgical Endoscopy,7,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:37957299; W4388627588
Automated Image Acquisition of Parasternal Long-Axis View With Robotic Echocardiography,2023,2023-07-05,10.1109/lra.2023.3292568,,https://doi.org/10.1109/lra.2023.3292568,IEEE Robotics and Automation Letters,18,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4383200144
Autonomous Robotic Ultrasound Vascular Imaging System With Decoupled Control Strategy for External-Vision-Free Environments,2023,2023-05-25,10.1109/tbme.2023.3279114,37227912.0,https://doi.org/10.1109/tbme.2023.3279114,IEEE Transactions on Biomedical Engineering,26,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:37227912; W4378195137
Autonomous Trajectory Planning for Ultrasound-Guided Real-Time Tracking of Suspicious Breast Tumor Targets,2023,2023-04-03,10.1109/tase.2023.3262844,,https://doi.org/10.1109/tase.2023.3262844,IEEE Transactions on Automation Science and Engineering,16,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4362500678
Basic performance of domestic surgical robot and the safety and effectiveness of integrated energy equipment.,2023,2023-02-01,10.11817/j.issn.1672-7347.2023.220053,36999469.0,https://doi.org/10.11817/j.issn.1672-7347.2023.220053,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),Europe PMC,MED:36999469
Bridging the simulation-to-real gap for AI-based needle and target detection in robot-assisted ultrasound-guided interventions,2023,2023-06-19,10.1186/s41747-023-00344-x,37332035.0,https://doi.org/10.1186/s41747-023-00344-x,European Radiology Experimental,13,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,W4381149754; MED:37332035
Cerebral microembolic signal burden during pulsed field ablation: preliminary results from robotically-assisted transcranial doppler and magnetic resonance imaging,2023,2023-05-24,10.1093/europace/euad122.134,,https://doi.org/10.1093/europace/euad122.134,EP Europace,1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4377984296
Closed-Loop Magnetic Manipulation for Robotic Transesophageal Echocardiography,2023,2023-06-20,10.1109/tro.2023.3281477,,https://doi.org/10.1109/tro.2023.3281477,IEEE Transactions on Robotics,17,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4317440186; W4378772057
Collaborative Robotic Ultrasound Tissue Scanning for Surgical Resection Guidance in Neurosurgery,2023,2023-01-19,10.48550/arxiv.2301.08174,,https://doi.org/10.48550/arxiv.2301.08174,elib (German Aerospace Center),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4317672161
Comparison of telerobotic and conventional ultrasonography in children: a crossover bicentric pilot study,2023,2023-04-25,10.21037/tp-22-569,37305713.0,https://doi.org/10.21037/tp-22-569,Translational Pediatrics,6,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex; Europe PMC,MED:37305713; W4366968055
Compliant Joint Based Robotic Ultrasound Scanning System for Imaging Human Spine,2023,2023-08-01,10.1109/lra.2023.3300592,,https://doi.org/10.1109/lra.2023.3300592,IEEE Robotics and Automation Letters,11,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4385453480
Correction: Bridging the simulation-to-real gap for AI-based needle and target detection in robot-assisted ultrasound-guided interventions.,2023,2023-07-19,10.1186/s41747-023-00367-4,37466737.0,https://doi.org/10.1186/s41747-023-00367-4,European radiology experimental,0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),Europe PMC,MED:37466737
Development and evaluation of robot‐assisted ultrasound navigation system for pedicle screw placement: An ex‐vivo animal validation,2023,2023-10-24,10.1002/rcs.2590,37876140.0,https://doi.org/10.1002/rcs.2590,International Journal of Medical Robotics and Computer Assisted Surgery,8,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,MED:37876140; W4387931854
Diagnostic posture control system for seated-style echocardiography robot,2023,2023-03-07,10.1007/s11548-022-02829-3,36881353.0,https://doi.org/10.1007/s11548-022-02829-3,International Journal of Computer Assisted Radiology and Surgery,9,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W4307416512; W4323348293; MED:36881353
DopUS-Net: Quality-Aware Robotic Ultrasound Imaging Based on Doppler Signal,2023,2023-06-14,10.1109/tase.2023.3277331,,https://doi.org/10.1109/tase.2023.3277331,IEEE Transactions on Automation Science and Engineering,18,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4376988517; W4380607050
Efficient Incremental Offline Reinforcement Learning With Sparse Broad Critic Approximation,2023,2023-09-01,10.1109/tsmc.2023.3305498,,https://doi.org/10.1109/tsmc.2023.3305498,IEEE Transactions on Systems Man and Cybernetics Systems,15,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4386363016
Enabling Mammography with Co-Robotic Ultrasound,2023,2023-12-16,10.48550/arxiv.2312.10309,,https://doi.org/10.48550/arxiv.2312.10309,arXiv (Cornell University),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4389982797
Fast calibration for ultrasound imaging guidance based on depth camera,2023,2023-08-10,10.48550/arxiv.2308.05401,,https://doi.org/10.48550/arxiv.2308.05401,arXiv (Cornell University),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4385774858
Identifying visible tissue in intraoperative ultrasound: a method and application,2023,2023-06-01,10.48550/arxiv.2306.01190,40580392.0,https://doi.org/10.48550/arxiv.2306.01190,arXiv (Cornell University),3,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex; Europe PMC,W4411746836; W4379469862; MED:40580392
Implicit Neural Representations for Breathing-compensated Volume Reconstruction in Robotic Ultrasound,2023,2023-11-08,10.48550/arxiv.2311.04999,,https://doi.org/10.48550/arxiv.2311.04999,arXiv (Cornell University),0,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4388584686
Inverse-Reinforcement-Learning-Based Robotic Ultrasound Active Compliance Control in Uncertain Environments,2023,2023-03-06,10.1109/tie.2023.3250767,,https://doi.org/10.1109/tie.2023.3250767,IEEE Transactions on Industrial Electronics,42,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4323338439
Learning Autonomous Ultrasound via Latent Task Representation and Robotic Skills Adaptation,2023,2023-07-25,10.48550/arxiv.2307.13323,,https://doi.org/10.48550/arxiv.2307.13323,arXiv (Cornell University),1,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4385292373
Learning rewards from exploratory demonstrations using probabilistic temporal ranking,2023,2023-07-10,10.1007/s10514-023-10120-w,,https://doi.org/10.1007/s10514-023-10120-w,Autonomous Robots,15,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Expanded (abstract-supported),OpenAlex,W4383755721
Motion Magnification in Robotic Sonography: Enabling Pulsation-Aware Artery Segmentation,2023,2023-07-07,10.48550/arxiv.2307.03698,,https://doi.org/10.48550/arxiv.2307.03698,arXiv (Cornell University),2,A1,Robotic ultrasound / sonography,机器人超声/超声扫查,Core (title-explicit),OpenAlex,W4383860854
